number,symbol,name,market,size
1623,FALN,iShares Fallen Angels USD Bond ETF,NASDAQ,141930000
1624,IFEU,iShares FTSE EPRA/NAREIT Europe Index Fund,NASDAQ,27290000
1625,IFGL,iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund,NASDAQ,389890000
1626,BGRN,iShares Global Green Bond ETF,NASDAQ,32990000
1627,IGF,iShares Global Infrastructure ETF,NASDAQ,3320000000
1628,GNMA,iShares GNMA Bond ETF,NASDAQ,178350000
1629,HYXE,iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF,NASDAQ,23450000
1630,IGIB,iShares Intermediate-Term Corporate Bond ETF,NASDAQ,8830000000
1631,IGOV,iShares International Treasury Bond ETF,NASDAQ,895520000
1632,EMB,iShares J.P. Morgan USD Emerging Markets Bond ETF,NASDAQ,14440000000
1633,MBB,iShares MBS ETF,NASDAQ,19290000000
1634,JKI,iShares Morningstar Mid-Cap ETF,NASDAQ,477310000
1635,ACWX,iShares MSCI ACWI ex US Index Fund,NASDAQ,4030000000
1636,ACWI,iShares MSCI ACWI Index Fund,NASDAQ,10690000000
1637,AAXJ,iShares MSCI All Country Asia ex Japan Index Fund,NASDAQ,3800000000
1638,EWZS,iShares MSCI Brazil Small-Cap ETF,NASDAQ,122040000
1639,MCHI,iShares MSCI China ETF,NASDAQ,3830000000
1640,SCZ,iShares MSCI EAFE Small-Cap ETF,NASDAQ,9650000000
1641,EEMA,iShares MSCI Emerging Markets Asia ETF,NASDAQ,444550000
1642,EMXC,iShares MSCI Emerging Markets ex China ETF,NASDAQ,29810000
1643,EUFN,iShares MSCI Europe Financials Sector Index Fund,NASDAQ,718030000
1644,IEUS,iShares MSCI Europe Small-Cap ETF,NASDAQ,132610000
1645,RING,iShares MSCI Global Gold Miners ETF,NASDAQ,322440000
1646,SDG,iShares MSCI Global Impact ETF,NASDAQ,64050000
1647,EWJE,iShares MSCI Japan Equal Weighted ETF,NASDAQ,7090000
1648,EWJV,iShares MSCI Japan Value ETF,NASDAQ,7750000
1649,ENZL,iShares MSCI New Zealand ETF,NASDAQ,164710000
1650,QAT,iShares MSCI Qatar ETF,NASDAQ,55790000
1651,TUR,iShares MSCI Turkey ETF,NASDAQ,353630000
1652,UAE,iShares MSCI UAE ETF,NASDAQ,51590000
1653,IBB,iShares Nasdaq Biotechnology Index Fund,NASDAQ,6820000000
1654,SOXX,iShares PHLX SOX Semiconductor Sector Index Fund,NASDAQ,2020000000
1655,PFF,iShares Preferred and Income Securities ETF,NASDAQ,16920000000
1656,AMCA,iShares Russell 1000 Pure U.S. Revenue ETF,NASDAQ,5860000
1657,EMIF,iShares S&P Emerging Markets Infrastructure Index Fund,NASDAQ,23930000
1658,ICLN,iShares S&P Global Clean Energy Index Fund,NASDAQ,372550000
1659,WOOD,iShares S&P Global Timber & Forestry Index Fund,NASDAQ,240410000
1660,INDY,iShares S&P India Nifty 50 Index Fund,NASDAQ,761760000
1661,IJT,iShares S&P Small-Cap 600 Growth ETF,NASDAQ,5180000000
1662,DVY,iShares Select Dividend ETF,NASDAQ,17840000000
1663,SHV,iShares Short Treasury Bond ETF,NASDAQ,21220000000
1664,IGSB,iShares Short-Term Corporate Bond ETF,NASDAQ,13060000000
1665,ITMR,Itamar Medical Ltd.,NASDAQ,90350000
1666,ITI,Iteris. Inc.,NASDAQ,205290000
1667,ITRM,Iterum Therapeutics plc,NASDAQ,50200000
1668,ITRI,Itron. Inc.,NASDAQ,3010000000
1669,ITRN,Ituran Location and Control Ltd.,NASDAQ,524560000
1670,ISEE,IVERIC bio. Inc.,NASDAQ,38570000
1671,IZEA,IZEA Worldwide. Inc.,NASDAQ,9490000
1672,JJSF,J & J Snack Foods Corp.,NASDAQ,3560000000
1673,MAYS,J. W. Mays. Inc.,NASDAQ,70900000
1674,JBHT,J.B. Hunt Transport Services. Inc.,NASDAQ,12470000000
1675,JCOM,j2 Global. Inc.,NASDAQ,4600000000
1676,JKHY,Jack Henry & Associates. Inc.,NASDAQ,10740000000
1677,JACK,Jack In The Box Inc.,NASDAQ,2180000000
1678,JAGX,Jaguar Health. Inc.,NASDAQ,4270000
1679,JAKK,JAKKS Pacific. Inc.,NASDAQ,29980000
1680,JRVR,James River Group Holdings. Ltd.,NASDAQ,1060000000
1681,JAN,JanOne Inc.,NASDAQ,5440000
1682,JSML,Janus Henderson Small Cap Growth Alpha ETF,NASDAQ,36970000
1683,JSMD,Janus Henderson Small/Mid Cap Growth Alpha ETF,NASDAQ,98230000
1684,JASN,Jason Industries. Inc.,NASDAQ,6750000
1685,JAZZ,Jazz Pharmaceuticals plc,NASDAQ,7010000000
1686,JD,JD.com. Inc.,NASDAQ,45460000000
1687,JRSH,Jerash Holdings (US). Inc.,NASDAQ,78140000
1688,JBLU,JetBlue Airways Corporation,NASDAQ,5450000000
1689,JCTCF,Jewett-Cameron Trading Company,NASDAQ,30690000
1690,JFIN,Jiayin Group Inc.,NASDAQ,529450000
1691,JMU,JMU Limited,NASDAQ,13940000
1692,JBSS,John B. Sanfilippo & Son. Inc.,NASDAQ,1060000000
1693,JOUT,Johnson Outdoors Inc.,NASDAQ,601090000
1694,JNCE,Jounce Therapeutics. Inc.,NASDAQ,126980000
1695,KALU,Kaiser Aluminum Corporation,NASDAQ,1610000000
1696,KXIN,Kaixin Auto Holdings,NASDAQ,106140000
1697,KALA,Kala Pharmaceuticals. Inc.,NASDAQ,127180000
1698,KLDO,Kaleido Biosciences. Inc.,NASDAQ,178100000
1699,KALV,KalVista Pharmaceuticals. Inc.,NASDAQ,203630000
1700,KMDA,Kamada Ltd.,NASDAQ,207760000
1701,KNDI,Kandi Technologies Group. Inc.,NASDAQ,284170000
1702,KRTX,Karuna Therapeutics. Inc.,NASDAQ,340660000
1703,KPTI,Karyopharm Therapeutics Inc.,NASDAQ,692890000
1704,KZIA,Kazia Therapeutics Limited,NASDAQ,20300000
1705,KBLM,KBL Merger Corp. IV,NASDAQ,85770000
1706,KBSF,KBS Fashion Group Limited,NASDAQ,5600000
1707,KRNY,Kearny Financial,NASDAQ,1190000000
1708,KELYA,Kelly Services. Inc.,NASDAQ,940500000
1709,KELYB,Kelly Services. Inc.,NASDAQ,1030000000
1710,KMPH,KemPharm. Inc.,NASDAQ,14540000
1711,KFFB,Kentucky First Federal Bancorp,NASDAQ,62660000
1712,KEQU,Kewaunee Scientific Corporation,NASDAQ,42210000
1713,KTCC,Key Tronic Corporation,NASDAQ,65580000
1714,KZR,Kezar Life Sciences. Inc.,NASDAQ,64880000
1715,KFRC,Kforce. Inc.,NASDAQ,957590000
1716,KE,Kimball Electronics. Inc.,NASDAQ,384010000
1717,KBAL,Kimball International. Inc.,NASDAQ,751660000
1718,KIN,Kindred Biosciences. Inc.,NASDAQ,318350000
1719,KGJI,Kingold Jewelry Inc.,NASDAQ,196220000
1720,KINS,Kingstone Companies. Inc,NASDAQ,87710000
1721,KNSA,Kiniksa Pharmaceuticals. Ltd.,NASDAQ,328600000
1722,KNSL,Kinsale Capital Group. Inc.,NASDAQ,2340000000
1723,KIRK,Kirkland&#39;s. Inc.,NASDAQ,22780000
1724,KTOV,Kitov Pharma Ltd.,NASDAQ,14300000
1725,KLAC,KLA Corporation ,NASDAQ,26930000000
1726,KLXE,KLX Energy Services Holdings. Inc. ,NASDAQ,205830000
1727,KOD,Kodiak Sciences Inc,NASDAQ,791070000
1728,KOPN,Kopin Corporation,NASDAQ,47850000
1729,KRNT,Kornit Digital Ltd.,NASDAQ,1370000000
1730,KOSS,Koss Corporation,NASDAQ,14290000
1731,KWEB,KraneShares Trust KraneShares CSI China Internet ETF,NASDAQ,152460000
1732,KTOS,Kratos Defense & Security Solutions. Inc.,NASDAQ,2050000000
1733,KRYS,Krystal Biotech. Inc.,NASDAQ,659840000
1734,KLIC,Kulicke and Soffa Industries. Inc.,NASDAQ,1510000000
1735,KURA,Kura Oncology. Inc.,NASDAQ,688170000
1736,KRUS,Kura Sushi USA. Inc.,NASDAQ,144490000
1737,KVHI,KVH Industries. Inc.,NASDAQ,178650000
1738,FSTR,L.B. Foster Company,NASDAQ,208460000
1739,LJPC,La Jolla Pharmaceutical Company,NASDAQ,211700000
1740,LSBK,Lake Shore Bancorp. Inc.,NASDAQ,89220000
1741,LBAI,Lakeland Bancorp. Inc.,NASDAQ,817920000
1742,LKFN,Lakeland Financial Corporation,NASDAQ,1180000000
1743,LAKE,Lakeland Industries. Inc.,NASDAQ,89330000
1744,LRCX,Lam Research Corporation,NASDAQ,39110000000
1745,LAMR,Lamar Advertising Company,NASDAQ,8210000000
1746,LANC,Lancaster Colony Corporation,NASDAQ,3750000000
1747,LCA,Landcadia Holdings II. Inc.,NASDAQ,387800000
1748,LCAHU,Landcadia Holdings II. Inc.,NASDAQ,251440000
1749,LNDC,Landec Corporation,NASDAQ,271640000
1750,LARK,Landmark Bancorp Inc.,NASDAQ,100220000
1751,LMRK,Landmark Infrastructure Partners LP,NASDAQ,451030000
1752,LMRKN,Landmark Infrastructure Partners LP,NASDAQ,52600000
1753,LMRKO,Landmark Infrastructure Partners LP,NASDAQ,64780000
1754,LMRKP,Landmark Infrastructure Partners LP,NASDAQ,41090000
1755,LE,Lands&#39; End. Inc.,NASDAQ,390380000
1756,LSTR,Landstar System. Inc.,NASDAQ,4700000000
1757,LNTH,Lantheus Holdings. Inc.,NASDAQ,760490000
1758,LTRX,Lantronix. Inc.,NASDAQ,78210000
1759,LSCC,Lattice Semiconductor Corporation,NASDAQ,2470000000
1760,LAUR,Laureate Education. Inc.,NASDAQ,3550000000
1761,LAWS,Lawson Products. Inc.,NASDAQ,423760000
1762,LAZY,Lazydays Holdings. Inc.,NASDAQ,35580000
1763,LCNB,LCNB Corporation,NASDAQ,231760000
1764,LPTX,LEAP THERAPEUTICS. INC.,NASDAQ,26680000
1765,LEGH,Legacy Housing Corporation,NASDAQ,399520000
1766,LTXB,LegacyTexas Financial Group. Inc.,NASDAQ,2190000000
1767,INFR,Legg Mason Global Infrastructure ETF,NASDAQ,21970000
1768,LVHD,Legg Mason Low Volatility High Dividend ETF,NASDAQ,817720000
1769,SQLV,Legg Mason Small-Cap Quality Value ETF,NASDAQ,12040000
1770,LACQ,Leisure Acquisition Corp.,NASDAQ,256590000
1771,LMAT,LeMaitre Vascular. Inc.,NASDAQ,693650000
1772,TREE,LendingTree. Inc.,NASDAQ,4200000000
1773,LEVL,Level One Bancorp. Inc.,NASDAQ,191560000
1774,LXRX,Lexicon Pharmaceuticals. Inc.,NASDAQ,411270000
1775,LX,LexinFintech Holdings Ltd.,NASDAQ,1930000000
1776,LFAC,LF Capital Acquistion Corp.,NASDAQ,199300000
1777,LGIH,LGI Homes. Inc.,NASDAQ,1940000000
1778,LHCG,LHC Group,NASDAQ,3520000000
1779,LLIT,Lianluo Smart Limited,NASDAQ,13290000
1780,LBRDA,Liberty Broadband Corporation,NASDAQ,21070000000
1781,LBRDK,Liberty Broadband Corporation,NASDAQ,21090000000
1782,LBTYA,Liberty Global plc,NASDAQ,5000000000
1783,LBTYB,Liberty Global plc,NASDAQ,17890000000
1784,LBTYK,Liberty Global plc,NASDAQ,11910000000
1785,LILA,Liberty Latin America Ltd.,NASDAQ,3380000000
1786,LILAK,Liberty Latin America Ltd.,NASDAQ,3330000000
1787,BATRA,Liberty Media Corporation,NASDAQ,1450000000
1788,BATRK,Liberty Media Corporation,NASDAQ,1450000000
1789,FWONA,Liberty Media Corporation,NASDAQ,9130000000
1790,FWONK,Liberty Media Corporation,NASDAQ,9570000000
1791,LSXMA,Liberty Media Corporation,NASDAQ,13790000000
1792,LSXMB,Liberty Media Corporation,NASDAQ,13810000000
1793,LSXMK,Liberty Media Corporation,NASDAQ,13890000000
1794,LTRPA,Liberty TripAdvisor Holdings. Inc.,NASDAQ,726740000
1795,LTRPB,Liberty TripAdvisor Holdings. Inc.,NASDAQ,693990000
1796,LCUT,Lifetime Brands. Inc.,NASDAQ,170250000
1797,LFVN,Lifevantage Corporation,NASDAQ,206800000
1798,LWAY,Lifeway Foods. Inc.,NASDAQ,33100000
1799,LGND,Ligand Pharmaceuticals Incorporated,NASDAQ,2120000000
1800,LTBR,Lightbridge Corporation,NASDAQ,209190000
1801,LPTH,LightPath Technologies. Inc.,NASDAQ,18720000
1802,LLEX,Lilis Energy. Inc.,NASDAQ,21130000
1803,LMB,Limbach Holdings. Inc.,NASDAQ,34010000
1804,LLNW,Limelight Networks. Inc.,NASDAQ,509210000
1805,LMST,Limestone Bancorp. Inc.,NASDAQ,113180000
1806,LMNR,Limoneira Co,NASDAQ,339460000
1807,LINC,Lincoln Educational Services Corporation,NASDAQ,54000000
1808,LECO,Lincoln Electric Holdings. Inc.,NASDAQ,5680000000
1809,LIND,Lindblad Expeditions Holdings Inc. ,NASDAQ,820840000
1810,LPCN,Lipocine Inc.,NASDAQ,65840000
1811,LIQT,LiqTech International. Inc.,NASDAQ,165200000
1812,YVR,Liquid Media Group Ltd.,NASDAQ,6740000
1813,LQDA,Liquidia Technologies. Inc.,NASDAQ,86690000
1814,LQDT,Liquidity Services. Inc.,NASDAQ,219740000
1815,LFUS,Littelfuse. Inc.,NASDAQ,4630000000
1816,LIVN,LivaNova PLC,NASDAQ,3590000000
1817,LOB,Live Oak Bancshares. Inc.,NASDAQ,741510000
1818,LIVE,Live Ventures Incorporated,NASDAQ,15150000
1819,LPSN,LivePerson. Inc.,NASDAQ,2640000000
1820,LIVX,LiveXLive Media. Inc.,NASDAQ,95620000
1821,LVGO,Livongo Health. Inc.,NASDAQ,2000000000
1822,LKQ,LKQ Corporation,NASDAQ,9750000000
1823,LMFA,LM Funding America. Inc.,NASDAQ,2880000
1824,LOGC,LogicBio Therapeutics. Inc.,NASDAQ,226000000
1825,LOGI,Logitech International S.A.,NASDAQ,6980000000
1826,LOGM,LogMein. Inc.,NASDAQ,3270000000
1827,CNCR,Loncar Cancer Immunotherapy ETF,NASDAQ,33020000
1828,CHNA,Loncar China BioPharma ETF,NASDAQ,7040000
1829,LONE,Lonestar Resources US Inc.,NASDAQ,60080000
1830,LOAC,Longevity Acquisition Corporation,NASDAQ,54330000
1831,LOOP,Loop Industries. Inc.,NASDAQ,426800000
1832,LORL,Loral Space and Communications. Inc.,NASDAQ,1250000000
1833,LPLA,LPL Financial Holdings Inc.,NASDAQ,6500000000
1834,GNSS,LRAD Corporation,NASDAQ,112120000
1835,LYTS,LSI Industries Inc.,NASDAQ,137120000
1836,LK,Luckin Coffee Inc.,NASDAQ,4910000000
1837,LULU,lululemon athletica inc.,NASDAQ,27100000000
1838,LITE,Lumentum Holdings Inc.,NASDAQ,4350000000
1839,LMNX,Luminex Corporation,NASDAQ,912200000
1840,LUNA,Luna Innovations Incorporated,NASDAQ,166970000
1841,LKCO,Luokung Technology Corp,NASDAQ,328520000
1842,LBC,Luther Burbank Corporation,NASDAQ,641600000
1843,LYFT,Lyft. Inc.,NASDAQ,13040000000
1844,MCBC,Macatawa Bank Corporation,NASDAQ,351890000
1845,MFNC,Mackinac Financial Corporation,NASDAQ,167020000
1846,MTSI,MACOM Technology Solutions Holdings. Inc.,NASDAQ,1400000000
1847,MGNX,MacroGenics. Inc.,NASDAQ,425860000
1848,MDGL,Madrigal Pharmaceuticals. Inc.,NASDAQ,1420000000
1849,MAGS,Magal Security Systems Ltd.,NASDAQ,90070000
1850,MGLN,Magellan Health. Inc.,NASDAQ,1560000000
1851,MGTA,Magenta Therapeutics. Inc.,NASDAQ,356270000
1852,MGIC,Magic Software Enterprises Ltd.,NASDAQ,448820000
1853,MGYR,Magyar Bancorp. Inc.,NASDAQ,69910000
1854,MHLD,Maiden Holdings. Ltd.,NASDAQ,47810000
1855,MNSB,MainStreet Bancshares. Inc.,NASDAQ,171770000
1856,MJCO,Majesco,NASDAQ,356160000
1857,MMYT,MakeMyTrip Limited,NASDAQ,2290000000
1858,MBUU,Malibu Boats. Inc.,NASDAQ,684170000
1859,MLVF,Malvern Bancorp. Inc.,NASDAQ,169600000
1860,TUSK,Mammoth Energy Services. Inc.,NASDAQ,79660000
1861,MANH,Manhattan Associates. Inc.,NASDAQ,4940000000
1862,LOAN,Manhattan Bridge Capital. Inc,NASDAQ,59400000
1863,MNTX,Manitex International. Inc.,NASDAQ,112390000
1864,MTEX,Mannatech. Incorporated,NASDAQ,38140000
1865,MNKD,MannKind Corporation,NASDAQ,238920000
1866,MANT,ManTech International Corporation,NASDAQ,3720000000
1867,MARA,Marathon Patent Group. Inc.,NASDAQ,9830000
1868,MCHX,Marchex. Inc.,NASDAQ,133340000
1869,MRIN,Marin Software Incorporated,NASDAQ,14910000
1870,MARPS,Marine Petroleum Trust,NASDAQ,4340000
1871,MRNS,Marinus Pharmaceuticals. Inc.,NASDAQ,66250000
1872,MRKR,Marker Therapeutics. Inc.,NASDAQ,189530000
1873,MKTX,MarketAxess Holdings. Inc.,NASDAQ,12990000000
1874,MRLN,Marlin Business Services Corp.,NASDAQ,290960000
1875,MAR,Marriott International,NASDAQ,41560000000
1876,MBII,Marrone Bio Innovations. Inc.,NASDAQ,167860000
1877,MRTN,Marten Transport. Ltd.,NASDAQ,1230000000
1878,MMLP,Martin Midstream Partners L.P.,NASDAQ,188490000
1879,MRVL,Marvell Technology Group Ltd.,NASDAQ,16510000000
1880,MASI,Masimo Corporation,NASDAQ,7670000000
1881,MCFT,MasterCraft Boat Holdings. Inc.,NASDAQ,296060000
1882,MTCH,Match Group. Inc.,NASDAQ,20780000000
1883,MTLS,Materialise NV,NASDAQ,1050000000
1884,MTRX,Matrix Service Company,NASDAQ,507090000
1885,MAT,Mattel. Inc.,NASDAQ,3510000000
1886,MATW,Matthews International Corporation,NASDAQ,1190000000
1887,MXIM,Maxim Integrated Products. Inc.,NASDAQ,15500000000
1888,MGRC,McGrath RentCorp,NASDAQ,1650000000
1889,MDCA,MDC Partners Inc.,NASDAQ,210090000
1890,MDJH,MDJM LTD,NASDAQ,30270000
1891,MDRR,Medalist Diversified REIT. Inc.,NASDAQ,17810000
1892,MFIN,Medallion Financial Corp.,NASDAQ,156030000
1893,MNOV,MediciNova. Inc.,NASDAQ,331250000
1894,MDSO,Medidata Solutions. Inc.,NASDAQ,5760000000
1895,MDGS,Medigus Ltd.,NASDAQ,7330000
1896,MDWD,MediWound Ltd.,NASDAQ,75560000
1897,MEDP,Medpace Holdings. Inc.,NASDAQ,2710000000
1898,MEIP,MEI Pharma. Inc.,NASDAQ,126650000
1899,MGTX,MeiraGTx Holdings plc,NASDAQ,541590000
1900,MLCO,Melco Resorts & Entertainment Limited,NASDAQ,10320000000
1901,MLNT,Melinta Therapeutics. Inc.,NASDAQ,46060000
1902,MLNX,Mellanox Technologies. Ltd.,NASDAQ,6060000000
1903,MNLO,Menlo Therapeutics Inc.,NASDAQ,114970000
1904,MTSL,MER Telemanagement Solutions Ltd.,NASDAQ,3720000
1905,MELI,MercadoLibre. Inc.,NASDAQ,27330000000
1906,MBWM,Mercantile Bank Corporation,NASDAQ,573710000
1907,MERC,Mercer International Inc.,NASDAQ,798340000
1908,MBIN,Merchants Bancorp,NASDAQ,473660000
1909,MBINP,Merchants Bancorp,NASDAQ,54600000
1910,MRCY,Mercury Systems Inc,NASDAQ,4040000000
1911,MREO,Mereo BioPharma Group plc,NASDAQ,64650000
1912,EBSB,Meridian Bancorp. Inc.,NASDAQ,1040000000
1913,VIVO,Meridian Bioscience Inc.,NASDAQ,423270000
1914,MRBK,Meridian Corporation,NASDAQ,113880000
1915,MMSI,Merit Medical Systems. Inc.,NASDAQ,1660000000
1916,MACK,Merrimack Pharmaceuticals. Inc.,NASDAQ,55590000
1917,MRSN,Mersana Therapeutics. Inc.,NASDAQ,90840000
1918,MRUS,Merus N.V.,NASDAQ,432780000
1919,MESA,Mesa Air Group. Inc.,NASDAQ,241250000
1920,MLAB,Mesa Laboratories. Inc.,NASDAQ,972240000
1921,MESO,Mesoblast Limited,NASDAQ,593160000
1922,CASH,Meta Financial Group. Inc.,NASDAQ,1210000000
1923,MEOH,Methanex Corporation,NASDAQ,2810000000
1924,MCBS,MetroCity Bankshares. Inc.,NASDAQ,171410000
1925,MGEE,MGE Energy Inc.,NASDAQ,2650000000
1926,MGPI,MGP Ingredients. Inc.,NASDAQ,829800000
1927,MBOT,Microbot Medical Inc. ,NASDAQ,21890000
1928,MCHP,Microchip Technology Incorporated,NASDAQ,22350000000
1929,MU,Micron Technology. Inc.,NASDAQ,53020000000
1930,MSFT,Microsoft Corporation,NASDAQ,1.07E+12
1931,MSTR,MicroStrategy Incorporated,NASDAQ,1490000000
1932,MVIS,Microvision. Inc.,NASDAQ,78830000
1933,MICT,MICT. Inc.,NASDAQ,6610000
1934,MPB,Mid Penn Bancorp,NASDAQ,216730000
1935,MTP,Midatech Pharma PLC,NASDAQ,21700000
1936,MCEP,Mid-Con Energy Partners. LP,NASDAQ,11700000
1937,MBCN,Middlefield Banc Corp.,NASDAQ,149170000
1938,MSEX,Middlesex Water Company,NASDAQ,1080000000
1939,MSBI,Midland States Bancorp. Inc.,NASDAQ,636370000
1940,MSVB,Mid-Southern Bancorp. Inc.,NASDAQ,47240000
1941,MOFG,MidWestOne Financial Group. Inc.,NASDAQ,503060000
1942,MIST,Milestone Pharmaceuticals Inc.,NASDAQ,502060000
1943,MLND,Millendo Therapeutics. Inc. ,NASDAQ,96030000
1944,TIGO,Millicom International Cellular S.A.,NASDAQ,4400000000
1945,MIME,Mimecast Limited,NASDAQ,2430000000
1946,MNDO,MIND C.T.I. Ltd.,NASDAQ,46370000
1947,NERV,Minerva Neurosciences. Inc,NASDAQ,159220000
1948,MGEN,Miragen Therapeutics. Inc.,NASDAQ,24550000
1949,MRTX,Mirati Therapeutics. Inc.,NASDAQ,3180000000
1950,MIRM,Mirum Pharmaceuticals. Inc.,NASDAQ,173110000
1951,MSON,MISONIX. Inc.,NASDAQ,172820000
1952,MIND,Mitcham Industries. Inc.,NASDAQ,26930000
1953,MINDP,Mitcham Industries. Inc.,NASDAQ,18920000
1954,MITK,Mitek Systems. Inc.,NASDAQ,385300000
1955,MKSI,MKS Instruments. Inc.,NASDAQ,6040000000
1956,MMAC,MMA Capital Holdings. Inc.,NASDAQ,183720000
1957,MTC,MMTec. Inc.,NASDAQ,53990000
1958,MINI,Mobile Mini. Inc.,NASDAQ,1700000000
1959,MOBL,MobileIron. Inc.,NASDAQ,678550000
1960,MRNA,Moderna. Inc.,NASDAQ,5620000000
1961,MOGO,Mogo Inc.,NASDAQ,82380000
1962,MWK,Mohawk Group Holdings. Inc.,NASDAQ,114560000
1963,MTEM,Molecular Templates. Inc.,NASDAQ,322460000
1964,MBRX,Moleculin Biotech. Inc.,NASDAQ,51070000
1965,MNTA,Momenta Pharmaceuticals. Inc.,NASDAQ,1480000000
1966,MOMO,Momo Inc.,NASDAQ,7060000000
1967,MKGI,Monaker Group. Inc.,NASDAQ,33780000
1968,MCRI,Monarch Casino & Resort. Inc.,NASDAQ,775450000
1969,MDLZ,Mondelez International. Inc.,NASDAQ,76100000000
1970,MGI,Moneygram International. Inc.,NASDAQ,261230000
1971,MDB,MongoDB. Inc.,NASDAQ,7080000000
1972,MNCL,Monocle Acquisition Corporation,NASDAQ,223020000
1973,MPWR,Monolithic Power Systems. Inc.,NASDAQ,6590000000
1974,MNRO,Monro. Inc. ,NASDAQ,2280000000
1975,MRCC,Monroe Capital Corporation,NASDAQ,228770000
1976,MNST,Monster Beverage Corporation,NASDAQ,30700000000
1977,MORN,Morningstar. Inc.,NASDAQ,6250000000
1978,MORF,Morphic Holding. Inc.,NASDAQ,439550000
1979,MOR,MorphoSys AG,NASDAQ,3550000000
1980,MOSY,MoSys. Inc.,NASDAQ,4740000
1981,MTFB,Motif Bio plc,NASDAQ,3340000
1982,MPAA,Motorcar Parts of America. Inc.,NASDAQ,344560000
1983,MOTS,Motus GI Holdings. Inc.,NASDAQ,50050000
1984,MPVD,Mountain Province Diamonds Inc.,NASDAQ,209280000
1985,MOXC,Moxian. Inc.,NASDAQ,26000000
1986,COOP,Mr. Cooper Group Inc.,NASDAQ,1130000000
1987,MSBF,MSB Financial Corp.,NASDAQ,83160000
1988,MTBC,MTBC. Inc.,NASDAQ,46090000
1989,MTBCP,MTBC. Inc.,NASDAQ,24770000
1990,MTSC,MTS Systems Corporation,NASDAQ,1090000000
1991,MUDS,Mudrick Capital Acquisition Corporation,NASDAQ,268320000
1992,MBIO,Mustang Bio. Inc.,NASDAQ,114940000
1993,MFSF,MutualFirst Financial Inc.,NASDAQ,275910000
1994,MVBF,MVB Financial Corp.,NASDAQ,233670000
1995,MYSZ,My Size. Inc.,NASDAQ,13150000
1996,MYL,Mylan N.V.,NASDAQ,9650000000
1997,MYOK,MyoKardia. Inc.,NASDAQ,2650000000
1998,MYOS,MYOS RENS Technology Inc.,NASDAQ,13210000
1999,MYRG,MYR Group. Inc.,NASDAQ,550740000
2000,MYGN,Myriad Genetics. Inc.,NASDAQ,2400000000
2001,NBRV,Nabriva Therapeutics plc,NASDAQ,136450000
2002,NAKD,Naked Brand Group Limited,NASDAQ,8370000
2003,NNDM,Nano Dimension Ltd.,NASDAQ,111680000
2004,NSTG,NanoString Technologies. Inc.,NASDAQ,802100000
2005,NAOV,NanoVibronix. Inc.,NASDAQ,13070000
2006,NH,NantHealth. Inc.,NASDAQ,80760000
2007,NK,NantKwest. Inc.,NASDAQ,116140000
2008,NSSC,NAPCO Security Technologies. Inc.,NASDAQ,560520000
2009,NDAQ,Nasdaq. Inc.,NASDAQ,16210000000
2010,NTRA,Natera. Inc.,NASDAQ,2710000000
2011,NATH,Nathan&#39;s Famous. Inc.,NASDAQ,311090000
2012,NKSH,National Bankshares. Inc.,NASDAQ,270110000
2013,FIZZ,National Beverage Corp.,NASDAQ,2330000000
2014,NCMI,National CineMedia. Inc.,NASDAQ,674440000
2015,NESR,National Energy Services Reunited Corp.,NASDAQ,607420000
2016,NGHC,National General Holdings Corp,NASDAQ,2460000000
2017,NGHCN,National General Holdings Corp,NASDAQ,5010000
2018,NGHCO,National General Holdings Corp,NASDAQ,4120000
2019,NGHCP,National General Holdings Corp,NASDAQ,55700000
2020,NHLD,National Holdings Corporation,NASDAQ,34880000
2021,NATI,National Instruments Corporation,NASDAQ,5390000000
2022,NRC,National Research Corporation,NASDAQ,1400000000
2023,NSEC,National Security Group. Inc.,NASDAQ,32530000
2024,EYE,National Vision Holdings. Inc.,NASDAQ,1850000000
2025,NWLI,National Western Life Group. Inc.,NASDAQ,976670000
2026,NAII,Natural Alternatives International. Inc.,NASDAQ,65530000
2027,NHTC,Natural Health Trends Corp.,NASDAQ,74320000
2028,NATR,Nature&#39;s Sunshine Products. Inc.,NASDAQ,181250000
2029,NTUS,Natus Medical Incorporated,NASDAQ,1130000000
2030,NAVI,Navient Corporation,NASDAQ,3150000000
2031,NMCI,Navios Maritime Containers L.P.,NASDAQ,72320000
2032,NBTB,NBT Bancorp Inc.,NASDAQ,1640000000
2033,NCSM,NCS Multistage Holdings. Inc.,NASDAQ,94510000
2034,NEBU,Nebula Acquisition Corporation,NASDAQ,350280000
2035,NKTR,Nektar Therapeutics,NASDAQ,2920000000
2036,NMRD,Nemaura Medical Inc.,NASDAQ,153910000
2037,NEOG,Neogen Corporation,NASDAQ,3400000000
2038,NEO,NeoGenomics. Inc.,NASDAQ,2070000000
2039,NLTX,Neoleukin Therapeutics. Inc.,NASDAQ,84940000
2040,NTGN,Neon Therapeutics. Inc.,NASDAQ,59030000
2041,NEON,Neonode Inc.,NASDAQ,20180000
2042,NEOS,Neos Therapeutics. Inc.,NASDAQ,76580000
2043,NVCN,Neovasc Inc.,NASDAQ,28800000
2044,NEPH,Nephros. Inc.,NASDAQ,69520000
